Epoch 1 | Train Loss: 1.9167 | Train Acc: 42.92% | Val Loss: 1.9224 | Val Acc: 42.77%
Epoch 2 | Train Loss: 1.7106 | Train Acc: 51.41% | Val Loss: 1.7204 | Val Acc: 50.33%
Epoch 3 | Train Loss: 1.5699 | Train Acc: 55.61% | Val Loss: 1.5815 | Val Acc: 54.82%
Epoch 4 | Train Loss: 1.4668 | Train Acc: 58.12% | Val Loss: 1.4792 | Val Acc: 57.67%
Epoch 5 | Train Loss: 1.3878 | Train Acc: 60.09% | Val Loss: 1.4006 | Val Acc: 59.67%
Epoch 6 | Train Loss: 1.3254 | Train Acc: 61.41% | Val Loss: 1.3383 | Val Acc: 61.05%
Epoch 7 | Train Loss: 1.2750 | Train Acc: 62.47% | Val Loss: 1.2878 | Val Acc: 62.05%
Epoch 8 | Train Loss: 1.2335 | Train Acc: 63.55% | Val Loss: 1.2463 | Val Acc: 63.03%
Epoch 9 | Train Loss: 1.1991 | Train Acc: 64.30% | Val Loss: 1.2117 | Val Acc: 63.82%
Epoch 10 | Train Loss: 1.1700 | Train Acc: 64.87% | Val Loss: 1.1825 | Val Acc: 64.45%
64.45 64.52
