Epoch 1 | Train Loss: 0.4783 | Train Acc: 81.54% | Val Loss: 0.4789 | Val Acc: 81.90%
Epoch 2 | Train Loss: 0.4128 | Train Acc: 84.75% | Val Loss: 0.4142 | Val Acc: 84.92%
Epoch 3 | Train Loss: 0.3865 | Train Acc: 85.97% | Val Loss: 0.3886 | Val Acc: 86.17%
Epoch 4 | Train Loss: 0.3728 | Train Acc: 86.58% | Val Loss: 0.3750 | Val Acc: 86.67%
Epoch 5 | Train Loss: 0.3652 | Train Acc: 86.96% | Val Loss: 0.3675 | Val Acc: 87.27%
Epoch 6 | Train Loss: 0.3604 | Train Acc: 87.05% | Val Loss: 0.3629 | Val Acc: 87.53%
Epoch 7 | Train Loss: 0.3578 | Train Acc: 87.12% | Val Loss: 0.3603 | Val Acc: 87.35%
Epoch 8 | Train Loss: 0.3554 | Train Acc: 87.18% | Val Loss: 0.3579 | Val Acc: 87.62%
Epoch 9 | Train Loss: 0.3538 | Train Acc: 87.31% | Val Loss: 0.3565 | Val Acc: 87.72%
Epoch 10 | Train Loss: 0.3527 | Train Acc: 87.23% | Val Loss: 0.3553 | Val Acc: 87.38%
87.38333333333334 87.83
