Epoch 1 | Train Loss: 0.3257 | Train Acc: 81.37% | Val Loss: 0.3301 | Val Acc: 80.83%
Epoch 2 | Train Loss: 0.2901 | Train Acc: 83.14% | Val Loss: 0.2958 | Val Acc: 82.87%
Epoch 3 | Train Loss: 0.2778 | Train Acc: 83.74% | Val Loss: 0.2839 | Val Acc: 83.43%
Epoch 4 | Train Loss: 0.2674 | Train Acc: 84.03% | Val Loss: 0.2742 | Val Acc: 83.70%
Epoch 5 | Train Loss: 0.2599 | Train Acc: 84.61% | Val Loss: 0.2666 | Val Acc: 84.25%
Epoch 6 | Train Loss: 0.2576 | Train Acc: 85.08% | Val Loss: 0.2651 | Val Acc: 84.43%
Epoch 7 | Train Loss: 0.2552 | Train Acc: 85.04% | Val Loss: 0.2625 | Val Acc: 84.43%
Epoch 8 | Train Loss: 0.2559 | Train Acc: 84.84% | Val Loss: 0.2637 | Val Acc: 84.10%
Epoch 9 | Train Loss: 0.2564 | Train Acc: 84.65% | Val Loss: 0.2633 | Val Acc: 84.07%
Epoch 10 | Train Loss: 0.2545 | Train Acc: 84.83% | Val Loss: 0.2620 | Val Acc: 84.15%
84.15 83.53
