Epoch 1 | Train Loss: 0.7629 | Train Acc: 48.18% | Val Loss: 0.7631 | Val Acc: 47.85%
Epoch 2 | Train Loss: 0.6547 | Train Acc: 62.51% | Val Loss: 0.6552 | Val Acc: 62.67%
Epoch 3 | Train Loss: 0.5907 | Train Acc: 69.08% | Val Loss: 0.5918 | Val Acc: 69.05%
Epoch 4 | Train Loss: 0.5464 | Train Acc: 73.36% | Val Loss: 0.5480 | Val Acc: 73.03%
Epoch 5 | Train Loss: 0.5127 | Train Acc: 76.31% | Val Loss: 0.5145 | Val Acc: 75.95%
Epoch 6 | Train Loss: 0.4854 | Train Acc: 78.36% | Val Loss: 0.4872 | Val Acc: 77.82%
Epoch 7 | Train Loss: 0.4632 | Train Acc: 79.92% | Val Loss: 0.4651 | Val Acc: 79.35%
Epoch 8 | Train Loss: 0.4452 | Train Acc: 81.29% | Val Loss: 0.4472 | Val Acc: 80.70%
Epoch 9 | Train Loss: 0.4304 | Train Acc: 82.08% | Val Loss: 0.4325 | Val Acc: 81.85%
Epoch 10 | Train Loss: 0.4183 | Train Acc: 82.84% | Val Loss: 0.4205 | Val Acc: 82.65%
82.65 83.56
