Epoch 1 | Train Loss: 0.3641 | Train Acc: 80.41% | Val Loss: 0.3714 | Val Acc: 80.25%
Epoch 2 | Train Loss: 0.3215 | Train Acc: 82.55% | Val Loss: 0.3285 | Val Acc: 82.17%
Epoch 3 | Train Loss: 0.2963 | Train Acc: 83.74% | Val Loss: 0.3037 | Val Acc: 83.22%
Epoch 4 | Train Loss: 0.2799 | Train Acc: 84.62% | Val Loss: 0.2870 | Val Acc: 84.05%
Epoch 5 | Train Loss: 0.2723 | Train Acc: 84.97% | Val Loss: 0.2803 | Val Acc: 84.67%
Epoch 6 | Train Loss: 0.2624 | Train Acc: 85.43% | Val Loss: 0.2703 | Val Acc: 84.85%
Epoch 7 | Train Loss: 0.2538 | Train Acc: 85.99% | Val Loss: 0.2621 | Val Acc: 85.20%
Epoch 8 | Train Loss: 0.2496 | Train Acc: 86.26% | Val Loss: 0.2595 | Val Acc: 85.33%
Epoch 9 | Train Loss: 0.2433 | Train Acc: 86.45% | Val Loss: 0.2532 | Val Acc: 85.37%
Epoch 10 | Train Loss: 0.2413 | Train Acc: 86.49% | Val Loss: 0.2513 | Val Acc: 85.72%
85.71666666666667 85.07000000000001
