Epoch 1 | Train Loss: 0.4542 | Train Acc: 77.28% | Val Loss: 0.4601 | Val Acc: 76.82%
Epoch 2 | Train Loss: 0.4542 | Train Acc: 76.16% | Val Loss: 0.4595 | Val Acc: 75.78%
Epoch 3 | Train Loss: 0.4812 | Train Acc: 73.43% | Val Loss: 0.4867 | Val Acc: 72.87%
Epoch 4 | Train Loss: 0.4789 | Train Acc: 75.39% | Val Loss: 0.4843 | Val Acc: 74.78%
Epoch 5 | Train Loss: 0.4887 | Train Acc: 72.86% | Val Loss: 0.4942 | Val Acc: 72.32%
Epoch 6 | Train Loss: 0.5040 | Train Acc: 70.34% | Val Loss: 0.5102 | Val Acc: 70.02%
Epoch 7 | Train Loss: 0.5117 | Train Acc: 72.13% | Val Loss: 0.5179 | Val Acc: 71.37%
Epoch 8 | Train Loss: 0.5159 | Train Acc: 70.01% | Val Loss: 0.5216 | Val Acc: 69.53%
Epoch 9 | Train Loss: 0.5222 | Train Acc: 70.56% | Val Loss: 0.5278 | Val Acc: 69.90%
Epoch 10 | Train Loss: 0.5279 | Train Acc: 70.40% | Val Loss: 0.5336 | Val Acc: 69.52%
69.51666666666667 70.1
