Epoch 1 | Train Loss: 0.1242 | Train Acc: 96.34% | Val Loss: 0.1385 | Val Acc: 95.63%
Epoch 2 | Train Loss: 0.0722 | Train Acc: 97.92% | Val Loss: 0.1000 | Val Acc: 96.98%
Epoch 3 | Train Loss: 0.0691 | Train Acc: 98.01% | Val Loss: 0.1092 | Val Acc: 96.48%
Epoch 4 | Train Loss: 0.0450 | Train Acc: 98.66% | Val Loss: 0.0958 | Val Acc: 97.02%
Epoch 5 | Train Loss: 0.0322 | Train Acc: 99.09% | Val Loss: 0.0872 | Val Acc: 97.48%
Epoch 6 | Train Loss: 0.0215 | Train Acc: 99.42% | Val Loss: 0.0779 | Val Acc: 97.65%
Epoch 7 | Train Loss: 0.0228 | Train Acc: 99.34% | Val Loss: 0.0865 | Val Acc: 97.38%
Epoch 8 | Train Loss: 0.0167 | Train Acc: 99.53% | Val Loss: 0.0857 | Val Acc: 97.57%
Epoch 9 | Train Loss: 0.0109 | Train Acc: 99.75% | Val Loss: 0.0775 | Val Acc: 97.95%
Epoch 10 | Train Loss: 0.0071 | Train Acc: 99.86% | Val Loss: 0.0777 | Val Acc: 98.02%
98.01666666666667 97.68
