Epoch 1 | Train Loss: 0.1741 | Train Acc: 94.96% | Val Loss: 0.1789 | Val Acc: 94.65%
Epoch 2 | Train Loss: 0.1284 | Train Acc: 96.30% | Val Loss: 0.1428 | Val Acc: 95.55%
Epoch 3 | Train Loss: 0.0998 | Train Acc: 97.19% | Val Loss: 0.1210 | Val Acc: 96.23%
Epoch 4 | Train Loss: 0.0827 | Train Acc: 97.58% | Val Loss: 0.1089 | Val Acc: 96.77%
Epoch 5 | Train Loss: 0.0690 | Train Acc: 98.09% | Val Loss: 0.0972 | Val Acc: 96.88%
Epoch 6 | Train Loss: 0.0594 | Train Acc: 98.33% | Val Loss: 0.0911 | Val Acc: 97.15%
Epoch 7 | Train Loss: 0.0519 | Train Acc: 98.56% | Val Loss: 0.0899 | Val Acc: 97.23%
Epoch 8 | Train Loss: 0.0431 | Train Acc: 98.85% | Val Loss: 0.0878 | Val Acc: 97.25%
Epoch 9 | Train Loss: 0.0384 | Train Acc: 99.00% | Val Loss: 0.0840 | Val Acc: 97.52%
Epoch 10 | Train Loss: 0.0317 | Train Acc: 99.24% | Val Loss: 0.0822 | Val Acc: 97.43%
97.43333333333334 97.39
