Epoch 1 | Train Loss: 0.2016 | Train Acc: 94.21% | Val Loss: 0.2084 | Val Acc: 93.92%
Epoch 2 | Train Loss: 0.1611 | Train Acc: 95.40% | Val Loss: 0.1760 | Val Acc: 94.65%
Epoch 3 | Train Loss: 0.1208 | Train Acc: 96.64% | Val Loss: 0.1419 | Val Acc: 95.93%
Epoch 4 | Train Loss: 0.0989 | Train Acc: 97.24% | Val Loss: 0.1254 | Val Acc: 96.35%
Epoch 5 | Train Loss: 0.0848 | Train Acc: 97.66% | Val Loss: 0.1158 | Val Acc: 96.70%
Epoch 6 | Train Loss: 0.0734 | Train Acc: 97.99% | Val Loss: 0.1062 | Val Acc: 96.80%
Epoch 7 | Train Loss: 0.0658 | Train Acc: 98.19% | Val Loss: 0.1076 | Val Acc: 96.78%
Epoch 8 | Train Loss: 0.0560 | Train Acc: 98.56% | Val Loss: 0.1011 | Val Acc: 96.93%
Epoch 9 | Train Loss: 0.0488 | Train Acc: 98.78% | Val Loss: 0.0989 | Val Acc: 97.12%
Epoch 10 | Train Loss: 0.0444 | Train Acc: 98.87% | Val Loss: 0.0962 | Val Acc: 97.25%
97.25 97.21
