Epoch 1 | Train Loss: 0.3373 | Train Acc: 79.25% | Val Loss: 0.3458 | Val Acc: 79.05%
Epoch 2 | Train Loss: 0.2714 | Train Acc: 83.10% | Val Loss: 0.2786 | Val Acc: 82.13%
Epoch 3 | Train Loss: 0.2463 | Train Acc: 84.36% | Val Loss: 0.2536 | Val Acc: 83.90%
Epoch 4 | Train Loss: 0.2325 | Train Acc: 85.42% | Val Loss: 0.2401 | Val Acc: 84.70%
Epoch 5 | Train Loss: 0.2230 | Train Acc: 85.71% | Val Loss: 0.2312 | Val Acc: 84.95%
Epoch 6 | Train Loss: 0.2173 | Train Acc: 86.27% | Val Loss: 0.2266 | Val Acc: 85.73%
Epoch 7 | Train Loss: 0.2085 | Train Acc: 86.90% | Val Loss: 0.2180 | Val Acc: 86.23%
Epoch 8 | Train Loss: 0.2032 | Train Acc: 86.94% | Val Loss: 0.2127 | Val Acc: 86.27%
Epoch 9 | Train Loss: 0.2025 | Train Acc: 87.19% | Val Loss: 0.2126 | Val Acc: 86.53%
Epoch 10 | Train Loss: 0.1929 | Train Acc: 87.77% | Val Loss: 0.2039 | Val Acc: 86.92%
86.91666666666666 86.17
