Epoch 1 | Train Loss: 0.4065 | Train Acc: 77.33% | Val Loss: 0.4130 | Val Acc: 77.32%
Epoch 2 | Train Loss: 0.3518 | Train Acc: 80.32% | Val Loss: 0.3584 | Val Acc: 80.40%
Epoch 3 | Train Loss: 0.3317 | Train Acc: 81.44% | Val Loss: 0.3387 | Val Acc: 81.65%
Epoch 4 | Train Loss: 0.3179 | Train Acc: 82.12% | Val Loss: 0.3248 | Val Acc: 81.72%
Epoch 5 | Train Loss: 0.3108 | Train Acc: 82.51% | Val Loss: 0.3181 | Val Acc: 81.97%
Epoch 6 | Train Loss: 0.3061 | Train Acc: 82.61% | Val Loss: 0.3133 | Val Acc: 82.30%
Epoch 7 | Train Loss: 0.3027 | Train Acc: 82.36% | Val Loss: 0.3089 | Val Acc: 81.83%
Epoch 8 | Train Loss: 0.3029 | Train Acc: 82.71% | Val Loss: 0.3102 | Val Acc: 82.40%
Epoch 9 | Train Loss: 0.2976 | Train Acc: 82.70% | Val Loss: 0.3044 | Val Acc: 82.07%
Epoch 10 | Train Loss: 0.2955 | Train Acc: 82.96% | Val Loss: 0.3018 | Val Acc: 82.42%
82.41666666666667 81.83
