Epoch 1 | Train Loss: 0.3536 | Train Acc: 82.16% | Val Loss: 0.3620 | Val Acc: 81.63%
Epoch 2 | Train Loss: 0.3187 | Train Acc: 83.25% | Val Loss: 0.3288 | Val Acc: 81.92%
Epoch 3 | Train Loss: 0.2868 | Train Acc: 85.02% | Val Loss: 0.2981 | Val Acc: 83.85%
Epoch 4 | Train Loss: 0.2701 | Train Acc: 85.60% | Val Loss: 0.2819 | Val Acc: 84.45%
Epoch 5 | Train Loss: 0.2635 | Train Acc: 85.90% | Val Loss: 0.2766 | Val Acc: 84.60%
Epoch 6 | Train Loss: 0.2466 | Train Acc: 86.55% | Val Loss: 0.2615 | Val Acc: 85.27%
Epoch 7 | Train Loss: 0.2445 | Train Acc: 86.60% | Val Loss: 0.2604 | Val Acc: 85.43%
Epoch 8 | Train Loss: 0.2430 | Train Acc: 86.63% | Val Loss: 0.2604 | Val Acc: 85.47%
Epoch 9 | Train Loss: 0.2178 | Train Acc: 87.84% | Val Loss: 0.2366 | Val Acc: 86.18%
Epoch 10 | Train Loss: 0.2113 | Train Acc: 88.21% | Val Loss: 0.2307 | Val Acc: 86.65%
86.65 86.16
