Epoch 1 | Train Loss: 0.1042 | Train Acc: 96.98% | Val Loss: 0.1223 | Val Acc: 96.37%
Epoch 2 | Train Loss: 0.0649 | Train Acc: 98.04% | Val Loss: 0.0971 | Val Acc: 97.10%
Epoch 3 | Train Loss: 0.0702 | Train Acc: 97.85% | Val Loss: 0.1114 | Val Acc: 96.48%
Epoch 4 | Train Loss: 0.0724 | Train Acc: 97.48% | Val Loss: 0.1219 | Val Acc: 95.92%
Epoch 5 | Train Loss: 0.0411 | Train Acc: 98.66% | Val Loss: 0.0975 | Val Acc: 97.22%
Epoch 6 | Train Loss: 0.0201 | Train Acc: 99.44% | Val Loss: 0.0863 | Val Acc: 97.43%
Epoch 7 | Train Loss: 0.0786 | Train Acc: 97.50% | Val Loss: 0.1644 | Val Acc: 95.50%
Epoch 8 | Train Loss: 0.0226 | Train Acc: 99.26% | Val Loss: 0.0929 | Val Acc: 97.27%
Epoch 9 | Train Loss: 0.0220 | Train Acc: 99.33% | Val Loss: 0.0934 | Val Acc: 97.60%
Epoch 10 | Train Loss: 0.0097 | Train Acc: 99.75% | Val Loss: 0.0878 | Val Acc: 97.70%
97.7 97.66
