Epoch 1 | Train Loss: 0.4480 | Train Acc: 78.23% | Val Loss: 0.4527 | Val Acc: 77.55%
Epoch 2 | Train Loss: 0.3798 | Train Acc: 80.89% | Val Loss: 0.3847 | Val Acc: 80.60%
Epoch 3 | Train Loss: 0.3764 | Train Acc: 81.59% | Val Loss: 0.3828 | Val Acc: 80.87%
Epoch 4 | Train Loss: 0.3572 | Train Acc: 81.17% | Val Loss: 0.3630 | Val Acc: 80.82%
Epoch 5 | Train Loss: 0.3477 | Train Acc: 82.74% | Val Loss: 0.3541 | Val Acc: 82.10%
Epoch 6 | Train Loss: 0.3292 | Train Acc: 82.71% | Val Loss: 0.3357 | Val Acc: 82.17%
Epoch 7 | Train Loss: 0.3346 | Train Acc: 82.36% | Val Loss: 0.3417 | Val Acc: 81.85%
Epoch 8 | Train Loss: 0.3226 | Train Acc: 83.10% | Val Loss: 0.3295 | Val Acc: 82.90%
Epoch 9 | Train Loss: 0.3000 | Train Acc: 84.07% | Val Loss: 0.3075 | Val Acc: 83.30%
Epoch 10 | Train Loss: 0.2968 | Train Acc: 84.11% | Val Loss: 0.3043 | Val Acc: 83.47%
83.46666666666667 82.53
