Epoch 1 | Train Loss: 0.2241 | Train Acc: 90.94% | Val Loss: 0.2234 | Val Acc: 91.13%
Epoch 2 | Train Loss: 0.1912 | Train Acc: 92.27% | Val Loss: 0.1904 | Val Acc: 92.25%
Epoch 3 | Train Loss: 0.1810 | Train Acc: 92.75% | Val Loss: 0.1802 | Val Acc: 92.90%
Epoch 4 | Train Loss: 0.1759 | Train Acc: 92.83% | Val Loss: 0.1756 | Val Acc: 92.80%
Epoch 5 | Train Loss: 0.1737 | Train Acc: 93.09% | Val Loss: 0.1746 | Val Acc: 93.13%
Epoch 6 | Train Loss: 0.1696 | Train Acc: 93.15% | Val Loss: 0.1701 | Val Acc: 92.93%
Epoch 7 | Train Loss: 0.1685 | Train Acc: 93.23% | Val Loss: 0.1693 | Val Acc: 93.17%
Epoch 8 | Train Loss: 0.1687 | Train Acc: 93.40% | Val Loss: 0.1703 | Val Acc: 93.42%
Epoch 9 | Train Loss: 0.1666 | Train Acc: 93.42% | Val Loss: 0.1676 | Val Acc: 93.38%
Epoch 10 | Train Loss: 0.1650 | Train Acc: 93.53% | Val Loss: 0.1666 | Val Acc: 93.32%
93.31666666666666 93.61
