Epoch 1 | Train Loss: 0.2273 | Train Acc: 91.24% | Val Loss: 0.2317 | Val Acc: 90.85%
Epoch 2 | Train Loss: 0.1494 | Train Acc: 94.84% | Val Loss: 0.1521 | Val Acc: 94.82%
Epoch 3 | Train Loss: 0.1074 | Train Acc: 95.86% | Val Loss: 0.1118 | Val Acc: 95.40%
Epoch 4 | Train Loss: 0.0994 | Train Acc: 96.41% | Val Loss: 0.1048 | Val Acc: 96.07%
Epoch 5 | Train Loss: 0.0884 | Train Acc: 96.80% | Val Loss: 0.0954 | Val Acc: 96.27%
Epoch 6 | Train Loss: 0.0727 | Train Acc: 97.19% | Val Loss: 0.0793 | Val Acc: 96.78%
Epoch 7 | Train Loss: 0.0698 | Train Acc: 97.52% | Val Loss: 0.0787 | Val Acc: 96.90%
Epoch 8 | Train Loss: 0.0786 | Train Acc: 97.59% | Val Loss: 0.0885 | Val Acc: 97.12%
Epoch 9 | Train Loss: 0.0556 | Train Acc: 97.81% | Val Loss: 0.0654 | Val Acc: 97.13%
Epoch 10 | Train Loss: 0.0547 | Train Acc: 98.06% | Val Loss: 0.0661 | Val Acc: 97.20%
97.2 97.16
