Epoch 1 | Train Loss: 0.2887 | Train Acc: 91.02% | Val Loss: 0.2896 | Val Acc: 90.90%
Epoch 2 | Train Loss: 0.1496 | Train Acc: 95.58% | Val Loss: 0.1764 | Val Acc: 94.77%
Epoch 3 | Train Loss: 0.1413 | Train Acc: 95.71% | Val Loss: 0.1754 | Val Acc: 95.00%
Epoch 4 | Train Loss: 0.2043 | Train Acc: 93.61% | Val Loss: 0.2525 | Val Acc: 92.80%
Epoch 5 | Train Loss: 0.1047 | Train Acc: 96.74% | Val Loss: 0.1573 | Val Acc: 95.62%
Epoch 6 | Train Loss: 0.1028 | Train Acc: 96.76% | Val Loss: 0.1493 | Val Acc: 95.52%
Epoch 7 | Train Loss: 0.0912 | Train Acc: 97.19% | Val Loss: 0.1310 | Val Acc: 96.38%
Epoch 8 | Train Loss: 0.0972 | Train Acc: 96.88% | Val Loss: 0.1566 | Val Acc: 95.80%
Epoch 9 | Train Loss: 0.1323 | Train Acc: 95.74% | Val Loss: 0.2051 | Val Acc: 94.38%
Epoch 10 | Train Loss: 0.0749 | Train Acc: 97.61% | Val Loss: 0.1382 | Val Acc: 96.35%
96.35000000000001 96.28999999999999
