/Users/santhoshreddy/Documents/Semester2/DA6401/Assignment-1/src/ann/activations.py:8: RuntimeWarning: overflow encountered in exp
  return 1 / (1 + np.exp(-1 * z))
Epoch 1 | Train Loss: 185.1307 | Train Acc: 10.09% | Val Loss: 185.1499 | Val Acc: 9.17%
Epoch 2 | Train Loss: 78.5486 | Train Acc: 9.95% | Val Loss: 78.4203 | Val Acc: 10.45%
Epoch 3 | Train Loss: 203.7410 | Train Acc: 9.96% | Val Loss: 203.7444 | Val Acc: 10.35%
Epoch 4 | Train Loss: 109.6504 | Train Acc: 10.02% | Val Loss: 109.4762 | Val Acc: 9.83%
Epoch 5 | Train Loss: 168.3438 | Train Acc: 9.96% | Val Loss: 168.4233 | Val Acc: 10.32%
Epoch 6 | Train Loss: 88.2385 | Train Acc: 9.98% | Val Loss: 88.2462 | Val Acc: 10.18%
Epoch 7 | Train Loss: 85.4349 | Train Acc: 9.98% | Val Loss: 85.4531 | Val Acc: 10.18%
Epoch 8 | Train Loss: 55.2337 | Train Acc: 10.01% | Val Loss: 55.2263 | Val Acc: 9.95%
Epoch 9 | Train Loss: 91.0782 | Train Acc: 9.96% | Val Loss: 90.9184 | Val Acc: 10.32%
Epoch 10 | Train Loss: 133.7521 | Train Acc: 9.96% | Val Loss: 133.7301 | Val Acc: 10.32%
10.316666666666666 10.0
