Epoch 1 | Train Loss: 0.2742 | Train Acc: 91.26% | Val Loss: 0.2756 | Val Acc: 91.15%
Epoch 2 | Train Loss: 0.1790 | Train Acc: 94.09% | Val Loss: 0.1822 | Val Acc: 94.02%
Epoch 3 | Train Loss: 0.1521 | Train Acc: 94.79% | Val Loss: 0.1552 | Val Acc: 94.80%
Epoch 4 | Train Loss: 0.1361 | Train Acc: 95.48% | Val Loss: 0.1401 | Val Acc: 95.45%
Epoch 5 | Train Loss: 0.1182 | Train Acc: 96.19% | Val Loss: 0.1238 | Val Acc: 96.03%
Epoch 6 | Train Loss: 0.1315 | Train Acc: 96.11% | Val Loss: 0.1371 | Val Acc: 95.97%
Epoch 7 | Train Loss: 0.1000 | Train Acc: 96.66% | Val Loss: 0.1067 | Val Acc: 96.38%
Epoch 8 | Train Loss: 0.1342 | Train Acc: 96.41% | Val Loss: 0.1405 | Val Acc: 96.10%
Epoch 9 | Train Loss: 0.0919 | Train Acc: 96.98% | Val Loss: 0.0994 | Val Acc: 96.62%
Epoch 10 | Train Loss: 0.0835 | Train Acc: 97.26% | Val Loss: 0.0929 | Val Acc: 96.62%
96.61666666666666 96.53
