Epoch 1 | Train Loss: 0.4823 | Train Acc: 83.48% | Val Loss: 0.4923 | Val Acc: 82.80%
Epoch 2 | Train Loss: 0.4406 | Train Acc: 84.69% | Val Loss: 0.4495 | Val Acc: 83.90%
Epoch 3 | Train Loss: 0.4197 | Train Acc: 85.33% | Val Loss: 0.4297 | Val Acc: 84.68%
Epoch 4 | Train Loss: 0.4020 | Train Acc: 85.86% | Val Loss: 0.4114 | Val Acc: 85.28%
Epoch 5 | Train Loss: 0.3918 | Train Acc: 86.10% | Val Loss: 0.4009 | Val Acc: 85.47%
Epoch 6 | Train Loss: 0.3858 | Train Acc: 86.32% | Val Loss: 0.3957 | Val Acc: 85.65%
Epoch 7 | Train Loss: 0.3710 | Train Acc: 86.93% | Val Loss: 0.3839 | Val Acc: 86.40%
Epoch 8 | Train Loss: 0.3653 | Train Acc: 87.04% | Val Loss: 0.3807 | Val Acc: 86.40%
Epoch 9 | Train Loss: 0.3550 | Train Acc: 87.39% | Val Loss: 0.3688 | Val Acc: 86.55%
Epoch 10 | Train Loss: 0.3485 | Train Acc: 87.63% | Val Loss: 0.3637 | Val Acc: 86.87%
86.86666666666667 85.88
