Epoch 1 | Train Loss: 0.9411 | Train Acc: 17.37% | Val Loss: 0.9411 | Val Acc: 16.30%
Epoch 2 | Train Loss: 0.9167 | Train Acc: 12.90% | Val Loss: 0.9167 | Val Acc: 11.73%
Epoch 3 | Train Loss: 0.9067 | Train Acc: 10.91% | Val Loss: 0.9067 | Val Acc: 9.87%
Epoch 4 | Train Loss: 0.9025 | Train Acc: 11.00% | Val Loss: 0.9026 | Val Acc: 9.90%
Epoch 5 | Train Loss: 0.9008 | Train Acc: 10.66% | Val Loss: 0.9009 | Val Acc: 9.65%
Epoch 6 | Train Loss: 0.9001 | Train Acc: 11.14% | Val Loss: 0.9001 | Val Acc: 10.08%
Epoch 7 | Train Loss: 0.8997 | Train Acc: 11.39% | Val Loss: 0.8998 | Val Acc: 10.30%
Epoch 8 | Train Loss: 0.8996 | Train Acc: 12.38% | Val Loss: 0.8996 | Val Acc: 11.13%
Epoch 9 | Train Loss: 0.8994 | Train Acc: 13.05% | Val Loss: 0.8995 | Val Acc: 11.87%
Epoch 10 | Train Loss: 0.8994 | Train Acc: 15.05% | Val Loss: 0.8994 | Val Acc: 13.68%
13.683333333333334 14.81
