Epoch 1 | Train Loss: 0.1304 | Train Acc: 96.28% | Val Loss: 0.1458 | Val Acc: 95.80%
Epoch 2 | Train Loss: 0.0916 | Train Acc: 97.41% | Val Loss: 0.1202 | Val Acc: 96.60%
Epoch 3 | Train Loss: 0.0628 | Train Acc: 98.31% | Val Loss: 0.0999 | Val Acc: 97.05%
Epoch 4 | Train Loss: 0.0496 | Train Acc: 98.61% | Val Loss: 0.0884 | Val Acc: 97.52%
Epoch 5 | Train Loss: 0.0384 | Train Acc: 99.01% | Val Loss: 0.0838 | Val Acc: 97.33%
Epoch 6 | Train Loss: 0.0338 | Train Acc: 99.09% | Val Loss: 0.0915 | Val Acc: 97.40%
Epoch 7 | Train Loss: 0.0274 | Train Acc: 99.26% | Val Loss: 0.0918 | Val Acc: 97.37%
Epoch 8 | Train Loss: 0.0171 | Train Acc: 99.59% | Val Loss: 0.0822 | Val Acc: 97.65%
Epoch 9 | Train Loss: 0.0154 | Train Acc: 99.63% | Val Loss: 0.0849 | Val Acc: 97.45%
Epoch 10 | Train Loss: 0.0125 | Train Acc: 99.73% | Val Loss: 0.0792 | Val Acc: 97.67%
97.66666666666667 97.37
