Epoch 1 | Train Loss: 0.3360 | Train Acc: 78.43% | Val Loss: 0.3414 | Val Acc: 77.92%
Epoch 2 | Train Loss: 0.2761 | Train Acc: 83.41% | Val Loss: 0.2811 | Val Acc: 83.12%
Epoch 3 | Train Loss: 0.2389 | Train Acc: 85.02% | Val Loss: 0.2453 | Val Acc: 84.65%
Epoch 4 | Train Loss: 0.2370 | Train Acc: 85.33% | Val Loss: 0.2444 | Val Acc: 84.97%
Epoch 5 | Train Loss: 0.2190 | Train Acc: 86.18% | Val Loss: 0.2286 | Val Acc: 85.53%
Epoch 6 | Train Loss: 0.2340 | Train Acc: 86.02% | Val Loss: 0.2433 | Val Acc: 85.27%
Epoch 7 | Train Loss: 0.2073 | Train Acc: 86.94% | Val Loss: 0.2192 | Val Acc: 85.97%
Epoch 8 | Train Loss: 0.2008 | Train Acc: 87.82% | Val Loss: 0.2134 | Val Acc: 86.83%
Epoch 9 | Train Loss: 0.1984 | Train Acc: 87.63% | Val Loss: 0.2127 | Val Acc: 86.48%
Epoch 10 | Train Loss: 0.1939 | Train Acc: 88.17% | Val Loss: 0.2094 | Val Acc: 86.85%
86.85000000000001 86.28
