Epoch 1 | Train Loss: 0.6655 | Train Acc: 68.57% | Val Loss: 0.6675 | Val Acc: 68.50%
Epoch 2 | Train Loss: 0.7542 | Train Acc: 60.40% | Val Loss: 0.7554 | Val Acc: 60.52%
Epoch 3 | Train Loss: 0.8064 | Train Acc: 47.26% | Val Loss: 0.8071 | Val Acc: 46.70%
Epoch 4 | Train Loss: 0.8380 | Train Acc: 30.36% | Val Loss: 0.8385 | Val Acc: 30.33%
Epoch 5 | Train Loss: 0.8635 | Train Acc: 26.69% | Val Loss: 0.8640 | Val Acc: 26.05%
Epoch 6 | Train Loss: 0.8830 | Train Acc: 19.22% | Val Loss: 0.8834 | Val Acc: 18.62%
Epoch 7 | Train Loss: 0.8973 | Train Acc: 19.96% | Val Loss: 0.8975 | Val Acc: 19.43%
Epoch 8 | Train Loss: 0.8999 | Train Acc: 9.99% | Val Loss: 0.9000 | Val Acc: 10.13%
Epoch 9 | Train Loss: 0.9000 | Train Acc: 10.02% | Val Loss: 0.9001 | Val Acc: 9.78%
Epoch 10 | Train Loss: 0.9000 | Train Acc: 9.99% | Val Loss: 0.9000 | Val Acc: 10.13%
10.133333333333333 10.0
