Epoch 1 | Train Loss: 0.4191 | Train Acc: 84.81% | Val Loss: 0.4332 | Val Acc: 84.12%
Epoch 2 | Train Loss: 0.4759 | Train Acc: 81.18% | Val Loss: 0.4944 | Val Acc: 80.15%
Epoch 3 | Train Loss: 0.3441 | Train Acc: 87.18% | Val Loss: 0.3655 | Val Acc: 86.45%
Epoch 4 | Train Loss: 0.4099 | Train Acc: 84.56% | Val Loss: 0.4517 | Val Acc: 83.20%
Epoch 5 | Train Loss: 0.3238 | Train Acc: 88.05% | Val Loss: 0.3624 | Val Acc: 87.12%
Epoch 6 | Train Loss: 0.3324 | Train Acc: 87.36% | Val Loss: 0.3788 | Val Acc: 85.83%
Epoch 7 | Train Loss: 0.2829 | Train Acc: 89.49% | Val Loss: 0.3280 | Val Acc: 87.98%
Epoch 8 | Train Loss: 0.2655 | Train Acc: 90.24% | Val Loss: 0.3201 | Val Acc: 88.53%
Epoch 9 | Train Loss: 0.2698 | Train Acc: 89.96% | Val Loss: 0.3333 | Val Acc: 87.92%
Epoch 10 | Train Loss: 0.2685 | Train Acc: 89.89% | Val Loss: 0.3340 | Val Acc: 88.08%
88.08333333333334 87.03999999999999
