Epoch 1 | Train Loss: 0.3074 | Train Acc: 88.81% | Val Loss: 0.3070 | Val Acc: 89.07%
Epoch 2 | Train Loss: 0.1924 | Train Acc: 93.05% | Val Loss: 0.1943 | Val Acc: 93.07%
Epoch 3 | Train Loss: 0.1889 | Train Acc: 93.96% | Val Loss: 0.1915 | Val Acc: 93.83%
Epoch 4 | Train Loss: 0.1408 | Train Acc: 94.91% | Val Loss: 0.1443 | Val Acc: 94.67%
Epoch 5 | Train Loss: 0.1364 | Train Acc: 95.56% | Val Loss: 0.1409 | Val Acc: 95.35%
Epoch 6 | Train Loss: 0.1515 | Train Acc: 95.24% | Val Loss: 0.1554 | Val Acc: 94.90%
Epoch 7 | Train Loss: 0.1381 | Train Acc: 95.79% | Val Loss: 0.1446 | Val Acc: 95.28%
Epoch 8 | Train Loss: 0.1380 | Train Acc: 95.93% | Val Loss: 0.1444 | Val Acc: 95.42%
Epoch 9 | Train Loss: 0.1171 | Train Acc: 96.37% | Val Loss: 0.1232 | Val Acc: 96.10%
Epoch 10 | Train Loss: 0.0978 | Train Acc: 96.74% | Val Loss: 0.1039 | Val Acc: 96.27%
96.26666666666667 95.98
