Epoch 1 | Train Loss: 0.2221 | Train Acc: 93.61% | Val Loss: 0.2227 | Val Acc: 93.37%
Epoch 2 | Train Loss: 0.1781 | Train Acc: 94.93% | Val Loss: 0.1848 | Val Acc: 94.62%
Epoch 3 | Train Loss: 0.1484 | Train Acc: 95.74% | Val Loss: 0.1581 | Val Acc: 95.47%
Epoch 4 | Train Loss: 0.1248 | Train Acc: 96.43% | Val Loss: 0.1390 | Val Acc: 95.90%
Epoch 5 | Train Loss: 0.1098 | Train Acc: 96.90% | Val Loss: 0.1278 | Val Acc: 96.05%
Epoch 6 | Train Loss: 0.0978 | Train Acc: 97.32% | Val Loss: 0.1186 | Val Acc: 96.45%
Epoch 7 | Train Loss: 0.0852 | Train Acc: 97.67% | Val Loss: 0.1101 | Val Acc: 96.57%
Epoch 8 | Train Loss: 0.0763 | Train Acc: 97.98% | Val Loss: 0.1033 | Val Acc: 96.85%
Epoch 9 | Train Loss: 0.0708 | Train Acc: 98.06% | Val Loss: 0.1022 | Val Acc: 97.02%
Epoch 10 | Train Loss: 0.0622 | Train Acc: 98.38% | Val Loss: 0.0945 | Val Acc: 97.15%
97.15 97.18
