Epoch 1 | Train Loss: 0.4974 | Train Acc: 70.32% | Val Loss: 0.5063 | Val Acc: 69.88%
Epoch 2 | Train Loss: 0.4278 | Train Acc: 74.03% | Val Loss: 0.4365 | Val Acc: 73.90%
Epoch 3 | Train Loss: 0.3908 | Train Acc: 76.83% | Val Loss: 0.3994 | Val Acc: 76.87%
Epoch 4 | Train Loss: 0.3691 | Train Acc: 78.73% | Val Loss: 0.3769 | Val Acc: 78.50%
Epoch 5 | Train Loss: 0.3499 | Train Acc: 79.66% | Val Loss: 0.3568 | Val Acc: 79.40%
Epoch 6 | Train Loss: 0.3381 | Train Acc: 80.63% | Val Loss: 0.3449 | Val Acc: 80.52%
Epoch 7 | Train Loss: 0.3305 | Train Acc: 80.68% | Val Loss: 0.3368 | Val Acc: 80.37%
Epoch 8 | Train Loss: 0.3210 | Train Acc: 81.54% | Val Loss: 0.3275 | Val Acc: 81.20%
Epoch 9 | Train Loss: 0.3145 | Train Acc: 81.68% | Val Loss: 0.3207 | Val Acc: 81.33%
Epoch 10 | Train Loss: 0.3096 | Train Acc: 82.14% | Val Loss: 0.3156 | Val Acc: 81.73%
81.73333333333333 80.84
