Epoch 1 | Train Loss: 0.3512 | Train Acc: 79.04% | Val Loss: 0.3571 | Val Acc: 78.80%
Epoch 2 | Train Loss: 0.3158 | Train Acc: 81.83% | Val Loss: 0.3216 | Val Acc: 81.40%
Epoch 3 | Train Loss: 0.2891 | Train Acc: 83.05% | Val Loss: 0.2950 | Val Acc: 82.28%
Epoch 4 | Train Loss: 0.2727 | Train Acc: 83.79% | Val Loss: 0.2781 | Val Acc: 83.05%
Epoch 5 | Train Loss: 0.2657 | Train Acc: 84.24% | Val Loss: 0.2717 | Val Acc: 84.33%
Epoch 6 | Train Loss: 0.2539 | Train Acc: 84.67% | Val Loss: 0.2597 | Val Acc: 84.42%
Epoch 7 | Train Loss: 0.2444 | Train Acc: 85.25% | Val Loss: 0.2507 | Val Acc: 84.87%
Epoch 8 | Train Loss: 0.2368 | Train Acc: 85.66% | Val Loss: 0.2442 | Val Acc: 85.43%
Epoch 9 | Train Loss: 0.2362 | Train Acc: 85.74% | Val Loss: 0.2436 | Val Acc: 85.02%
Epoch 10 | Train Loss: 0.2359 | Train Acc: 85.75% | Val Loss: 0.2434 | Val Acc: 85.37%
85.36666666666667 84.49
