Epoch 1 | Train Loss: 0.3295 | Train Acc: 88.31% | Val Loss: 0.3307 | Val Acc: 88.63%
Epoch 2 | Train Loss: 0.3311 | Train Acc: 87.66% | Val Loss: 0.3331 | Val Acc: 87.92%
Epoch 3 | Train Loss: 0.3219 | Train Acc: 88.36% | Val Loss: 0.3239 | Val Acc: 88.45%
Epoch 4 | Train Loss: 0.3068 | Train Acc: 87.71% | Val Loss: 0.3089 | Val Acc: 87.65%
Epoch 5 | Train Loss: 0.2959 | Train Acc: 88.08% | Val Loss: 0.2973 | Val Acc: 88.10%
Epoch 6 | Train Loss: 0.2934 | Train Acc: 88.91% | Val Loss: 0.2946 | Val Acc: 88.87%
Epoch 7 | Train Loss: 0.2983 | Train Acc: 87.13% | Val Loss: 0.3001 | Val Acc: 87.07%
Epoch 8 | Train Loss: 0.2862 | Train Acc: 88.06% | Val Loss: 0.2881 | Val Acc: 88.32%
Epoch 9 | Train Loss: 0.2815 | Train Acc: 88.42% | Val Loss: 0.2833 | Val Acc: 88.25%
Epoch 10 | Train Loss: 0.2792 | Train Acc: 88.64% | Val Loss: 0.2806 | Val Acc: 88.92%
88.91666666666667 89.41
