Epoch 1 | Train Loss: 0.4670 | Train Acc: 76.03% | Val Loss: 0.4749 | Val Acc: 75.47%
Epoch 2 | Train Loss: 0.4067 | Train Acc: 78.47% | Val Loss: 0.4144 | Val Acc: 77.92%
Epoch 3 | Train Loss: 0.3713 | Train Acc: 80.46% | Val Loss: 0.3786 | Val Acc: 80.32%
Epoch 4 | Train Loss: 0.3494 | Train Acc: 81.29% | Val Loss: 0.3568 | Val Acc: 80.93%
Epoch 5 | Train Loss: 0.3337 | Train Acc: 81.85% | Val Loss: 0.3409 | Val Acc: 81.27%
Epoch 6 | Train Loss: 0.3234 | Train Acc: 82.33% | Val Loss: 0.3304 | Val Acc: 81.75%
Epoch 7 | Train Loss: 0.3132 | Train Acc: 82.55% | Val Loss: 0.3198 | Val Acc: 82.02%
Epoch 8 | Train Loss: 0.3060 | Train Acc: 82.99% | Val Loss: 0.3131 | Val Acc: 82.30%
Epoch 9 | Train Loss: 0.2999 | Train Acc: 83.21% | Val Loss: 0.3064 | Val Acc: 82.45%
Epoch 10 | Train Loss: 0.2949 | Train Acc: 83.39% | Val Loss: 0.3017 | Val Acc: 82.82%
82.81666666666668 82.25
