Epoch 1 | Train Loss: 0.3095 | Train Acc: 82.87% | Val Loss: 0.3141 | Val Acc: 82.30%
Epoch 2 | Train Loss: 0.2908 | Train Acc: 84.25% | Val Loss: 0.2962 | Val Acc: 83.82%
Epoch 3 | Train Loss: 0.2592 | Train Acc: 85.39% | Val Loss: 0.2672 | Val Acc: 84.87%
Epoch 4 | Train Loss: 0.2522 | Train Acc: 85.84% | Val Loss: 0.2597 | Val Acc: 85.27%
Epoch 5 | Train Loss: 0.2299 | Train Acc: 86.75% | Val Loss: 0.2385 | Val Acc: 86.05%
Epoch 6 | Train Loss: 0.2546 | Train Acc: 85.97% | Val Loss: 0.2630 | Val Acc: 85.47%
Epoch 7 | Train Loss: 0.2105 | Train Acc: 87.62% | Val Loss: 0.2207 | Val Acc: 86.80%
Epoch 8 | Train Loss: 0.2136 | Train Acc: 87.73% | Val Loss: 0.2255 | Val Acc: 87.12%
Epoch 9 | Train Loss: 0.2045 | Train Acc: 88.15% | Val Loss: 0.2157 | Val Acc: 87.20%
Epoch 10 | Train Loss: 0.1974 | Train Acc: 88.19% | Val Loss: 0.2107 | Val Acc: 87.03%
87.03333333333333 86.28
