Epoch 1 | Train Loss: 0.3427 | Train Acc: 79.49% | Val Loss: 0.3485 | Val Acc: 79.22%
Epoch 2 | Train Loss: 0.2965 | Train Acc: 82.18% | Val Loss: 0.3019 | Val Acc: 81.90%
Epoch 3 | Train Loss: 0.2836 | Train Acc: 83.16% | Val Loss: 0.2894 | Val Acc: 82.65%
Epoch 4 | Train Loss: 0.2664 | Train Acc: 84.19% | Val Loss: 0.2719 | Val Acc: 83.57%
Epoch 5 | Train Loss: 0.2546 | Train Acc: 84.70% | Val Loss: 0.2611 | Val Acc: 84.30%
Epoch 6 | Train Loss: 0.2482 | Train Acc: 85.00% | Val Loss: 0.2549 | Val Acc: 84.43%
Epoch 7 | Train Loss: 0.2410 | Train Acc: 85.30% | Val Loss: 0.2476 | Val Acc: 84.85%
Epoch 8 | Train Loss: 0.2418 | Train Acc: 85.71% | Val Loss: 0.2500 | Val Acc: 85.10%
Epoch 9 | Train Loss: 0.2305 | Train Acc: 86.04% | Val Loss: 0.2385 | Val Acc: 85.37%
Epoch 10 | Train Loss: 0.2274 | Train Acc: 86.22% | Val Loss: 0.2357 | Val Acc: 85.48%
85.48333333333333 84.72
