Epoch 1 | Train Loss: 1.0635 | Train Acc: 12.39% | Val Loss: 1.0646 | Val Acc: 12.50%
Epoch 2 | Train Loss: 0.9086 | Train Acc: 12.25% | Val Loss: 0.9068 | Val Acc: 13.15%
Epoch 3 | Train Loss: 0.8994 | Train Acc: 13.39% | Val Loss: 0.8980 | Val Acc: 13.48%
Epoch 4 | Train Loss: 0.8959 | Train Acc: 14.41% | Val Loss: 0.8951 | Val Acc: 14.27%
Epoch 5 | Train Loss: 0.8898 | Train Acc: 14.70% | Val Loss: 0.8886 | Val Acc: 15.07%
Epoch 6 | Train Loss: 0.8129 | Train Acc: 24.28% | Val Loss: 0.8113 | Val Acc: 24.97%
Epoch 7 | Train Loss: 0.6715 | Train Acc: 50.03% | Val Loss: 0.6666 | Val Acc: 50.33%
Epoch 8 | Train Loss: 0.5029 | Train Acc: 72.31% | Val Loss: 0.5084 | Val Acc: 71.00%
Epoch 9 | Train Loss: 0.5080 | Train Acc: 75.62% | Val Loss: 0.5120 | Val Acc: 74.93%
Epoch 10 | Train Loss: 1.2398 | Train Acc: 53.95% | Val Loss: 1.2241 | Val Acc: 54.35%
54.35 54.02
