Epoch 1 | Train Loss: 0.4456 | Train Acc: 84.26% | Val Loss: 0.4557 | Val Acc: 83.70%
Epoch 2 | Train Loss: 0.4235 | Train Acc: 84.46% | Val Loss: 0.4358 | Val Acc: 83.70%
Epoch 3 | Train Loss: 0.3764 | Train Acc: 86.61% | Val Loss: 0.3902 | Val Acc: 85.73%
Epoch 4 | Train Loss: 0.4249 | Train Acc: 84.46% | Val Loss: 0.4402 | Val Acc: 83.45%
Epoch 5 | Train Loss: 0.3495 | Train Acc: 87.44% | Val Loss: 0.3702 | Val Acc: 86.20%
Epoch 6 | Train Loss: 0.3435 | Train Acc: 87.79% | Val Loss: 0.3665 | Val Acc: 86.92%
Epoch 7 | Train Loss: 0.3558 | Train Acc: 86.94% | Val Loss: 0.3826 | Val Acc: 85.88%
Epoch 8 | Train Loss: 0.3284 | Train Acc: 88.02% | Val Loss: 0.3584 | Val Acc: 86.87%
Epoch 9 | Train Loss: 0.3236 | Train Acc: 88.21% | Val Loss: 0.3569 | Val Acc: 87.03%
Epoch 10 | Train Loss: 0.3093 | Train Acc: 88.74% | Val Loss: 0.3411 | Val Acc: 87.58%
87.58333333333333 86.66
