Epoch 1 | Train Loss: 0.3066 | Train Acc: 82.10% | Val Loss: 0.3120 | Val Acc: 81.93%
Epoch 2 | Train Loss: 0.2568 | Train Acc: 84.55% | Val Loss: 0.2638 | Val Acc: 83.75%
Epoch 3 | Train Loss: 0.2500 | Train Acc: 85.33% | Val Loss: 0.2579 | Val Acc: 84.82%
Epoch 4 | Train Loss: 0.2448 | Train Acc: 85.74% | Val Loss: 0.2534 | Val Acc: 85.13%
Epoch 5 | Train Loss: 0.2093 | Train Acc: 87.13% | Val Loss: 0.2183 | Val Acc: 86.48%
Epoch 6 | Train Loss: 0.2076 | Train Acc: 87.61% | Val Loss: 0.2175 | Val Acc: 86.62%
Epoch 7 | Train Loss: 0.2042 | Train Acc: 87.60% | Val Loss: 0.2154 | Val Acc: 87.10%
Epoch 8 | Train Loss: 0.1926 | Train Acc: 88.32% | Val Loss: 0.2066 | Val Acc: 87.27%
Epoch 9 | Train Loss: 0.1977 | Train Acc: 88.26% | Val Loss: 0.2133 | Val Acc: 87.03%
Epoch 10 | Train Loss: 0.1803 | Train Acc: 89.07% | Val Loss: 0.1971 | Val Acc: 87.77%
87.76666666666667 86.86
