Epoch 1 | Train Loss: 0.2948 | Train Acc: 89.77% | Val Loss: 0.2979 | Val Acc: 90.05%
Epoch 2 | Train Loss: 0.2288 | Train Acc: 92.49% | Val Loss: 0.2316 | Val Acc: 92.47%
Epoch 3 | Train Loss: 0.1997 | Train Acc: 93.37% | Val Loss: 0.2020 | Val Acc: 93.37%
Epoch 4 | Train Loss: 0.1812 | Train Acc: 94.17% | Val Loss: 0.1846 | Val Acc: 94.18%
Epoch 5 | Train Loss: 0.1631 | Train Acc: 94.67% | Val Loss: 0.1657 | Val Acc: 94.40%
Epoch 6 | Train Loss: 0.1564 | Train Acc: 94.89% | Val Loss: 0.1601 | Val Acc: 94.60%
Epoch 7 | Train Loss: 0.1448 | Train Acc: 95.25% | Val Loss: 0.1481 | Val Acc: 94.97%
Epoch 8 | Train Loss: 0.1368 | Train Acc: 95.53% | Val Loss: 0.1405 | Val Acc: 95.18%
Epoch 9 | Train Loss: 0.1310 | Train Acc: 95.74% | Val Loss: 0.1353 | Val Acc: 95.37%
Epoch 10 | Train Loss: 0.1252 | Train Acc: 95.86% | Val Loss: 0.1295 | Val Acc: 95.43%
95.43333333333334 95.56
