Epoch 1 | Train Loss: 0.3330 | Train Acc: 87.10% | Val Loss: 0.3339 | Val Acc: 87.45%
Epoch 2 | Train Loss: 0.2646 | Train Acc: 89.65% | Val Loss: 0.2648 | Val Acc: 89.90%
Epoch 3 | Train Loss: 0.2221 | Train Acc: 90.93% | Val Loss: 0.2217 | Val Acc: 90.98%
Epoch 4 | Train Loss: 0.1957 | Train Acc: 91.70% | Val Loss: 0.1950 | Val Acc: 91.68%
Epoch 5 | Train Loss: 0.1785 | Train Acc: 92.31% | Val Loss: 0.1777 | Val Acc: 92.42%
Epoch 6 | Train Loss: 0.1669 | Train Acc: 92.72% | Val Loss: 0.1668 | Val Acc: 92.73%
Epoch 7 | Train Loss: 0.1533 | Train Acc: 93.20% | Val Loss: 0.1531 | Val Acc: 93.15%
Epoch 8 | Train Loss: 0.1501 | Train Acc: 93.47% | Val Loss: 0.1503 | Val Acc: 93.37%
Epoch 9 | Train Loss: 0.1397 | Train Acc: 93.74% | Val Loss: 0.1402 | Val Acc: 93.40%
Epoch 10 | Train Loss: 0.1344 | Train Acc: 94.06% | Val Loss: 0.1357 | Val Acc: 93.72%
93.71666666666667 93.99
