Epoch 1 | Train Loss: 0.3540 | Train Acc: 87.16% | Val Loss: 0.3558 | Val Acc: 87.62%
Epoch 2 | Train Loss: 0.3236 | Train Acc: 88.11% | Val Loss: 0.3260 | Val Acc: 88.37%
Epoch 3 | Train Loss: 0.3078 | Train Acc: 88.43% | Val Loss: 0.3096 | Val Acc: 88.62%
Epoch 4 | Train Loss: 0.2965 | Train Acc: 88.68% | Val Loss: 0.2988 | Val Acc: 88.57%
Epoch 5 | Train Loss: 0.2861 | Train Acc: 88.71% | Val Loss: 0.2879 | Val Acc: 88.95%
Epoch 6 | Train Loss: 0.2782 | Train Acc: 88.98% | Val Loss: 0.2799 | Val Acc: 88.98%
Epoch 7 | Train Loss: 0.2732 | Train Acc: 89.23% | Val Loss: 0.2752 | Val Acc: 89.38%
Epoch 8 | Train Loss: 0.2703 | Train Acc: 89.13% | Val Loss: 0.2716 | Val Acc: 89.08%
Epoch 9 | Train Loss: 0.2662 | Train Acc: 89.08% | Val Loss: 0.2678 | Val Acc: 89.02%
Epoch 10 | Train Loss: 0.2649 | Train Acc: 88.91% | Val Loss: 0.2667 | Val Acc: 88.95%
88.94999999999999 89.75999999999999
