Epoch 1 | Train Loss: 0.3522 | Train Acc: 87.37% | Val Loss: 0.3549 | Val Acc: 87.20%
Epoch 2 | Train Loss: 0.2930 | Train Acc: 89.25% | Val Loss: 0.2959 | Val Acc: 89.22%
Epoch 3 | Train Loss: 0.2519 | Train Acc: 90.90% | Val Loss: 0.2534 | Val Acc: 90.97%
Epoch 4 | Train Loss: 0.2222 | Train Acc: 91.91% | Val Loss: 0.2234 | Val Acc: 91.88%
Epoch 5 | Train Loss: 0.2051 | Train Acc: 92.57% | Val Loss: 0.2060 | Val Acc: 92.58%
Epoch 6 | Train Loss: 0.1901 | Train Acc: 93.06% | Val Loss: 0.1917 | Val Acc: 92.98%
Epoch 7 | Train Loss: 0.1760 | Train Acc: 93.52% | Val Loss: 0.1781 | Val Acc: 93.45%
Epoch 8 | Train Loss: 0.1661 | Train Acc: 93.94% | Val Loss: 0.1687 | Val Acc: 93.97%
Epoch 9 | Train Loss: 0.1575 | Train Acc: 94.18% | Val Loss: 0.1602 | Val Acc: 94.07%
Epoch 10 | Train Loss: 0.1501 | Train Acc: 94.60% | Val Loss: 0.1532 | Val Acc: 94.45%
94.45 94.46
