Epoch 1 | Train Loss: 0.1436 | Train Acc: 95.04% | Val Loss: 0.1476 | Val Acc: 94.72%
Epoch 2 | Train Loss: 0.1053 | Train Acc: 96.56% | Val Loss: 0.1115 | Val Acc: 96.23%
Epoch 3 | Train Loss: 0.0910 | Train Acc: 97.08% | Val Loss: 0.1005 | Val Acc: 96.57%
Epoch 4 | Train Loss: 0.0762 | Train Acc: 97.65% | Val Loss: 0.0864 | Val Acc: 96.95%
Epoch 5 | Train Loss: 0.0672 | Train Acc: 97.99% | Val Loss: 0.0802 | Val Acc: 97.20%
Epoch 6 | Train Loss: 0.0572 | Train Acc: 98.35% | Val Loss: 0.0718 | Val Acc: 97.45%
Epoch 7 | Train Loss: 0.0540 | Train Acc: 98.57% | Val Loss: 0.0698 | Val Acc: 97.58%
Epoch 8 | Train Loss: 0.0495 | Train Acc: 98.64% | Val Loss: 0.0675 | Val Acc: 97.58%
Epoch 9 | Train Loss: 0.0431 | Train Acc: 98.89% | Val Loss: 0.0615 | Val Acc: 97.90%
Epoch 10 | Train Loss: 0.0403 | Train Acc: 98.97% | Val Loss: 0.0606 | Val Acc: 97.63%
97.63333333333334 97.63
