Epoch 1 | Train Loss: 0.3677 | Train Acc: 86.17% | Val Loss: 0.3697 | Val Acc: 86.05%
Epoch 2 | Train Loss: 0.3201 | Train Acc: 88.17% | Val Loss: 0.3217 | Val Acc: 88.20%
Epoch 3 | Train Loss: 0.2958 | Train Acc: 88.78% | Val Loss: 0.2972 | Val Acc: 89.43%
Epoch 4 | Train Loss: 0.2791 | Train Acc: 89.26% | Val Loss: 0.2803 | Val Acc: 89.73%
Epoch 5 | Train Loss: 0.2685 | Train Acc: 89.71% | Val Loss: 0.2703 | Val Acc: 90.18%
Epoch 6 | Train Loss: 0.2604 | Train Acc: 89.77% | Val Loss: 0.2618 | Val Acc: 90.20%
Epoch 7 | Train Loss: 0.2550 | Train Acc: 89.79% | Val Loss: 0.2559 | Val Acc: 90.20%
Epoch 8 | Train Loss: 0.2502 | Train Acc: 90.01% | Val Loss: 0.2511 | Val Acc: 90.38%
Epoch 9 | Train Loss: 0.2460 | Train Acc: 90.22% | Val Loss: 0.2468 | Val Acc: 90.48%
Epoch 10 | Train Loss: 0.2425 | Train Acc: 90.30% | Val Loss: 0.2429 | Val Acc: 90.45%
90.45 90.59
