Epoch 1 | Train Loss: 2.2397 | Train Acc: 17.45% | Val Loss: 2.2388 | Val Acc: 17.15%
Epoch 2 | Train Loss: 2.0852 | Train Acc: 28.12% | Val Loss: 2.0841 | Val Acc: 28.02%
Epoch 3 | Train Loss: 1.9589 | Train Acc: 36.73% | Val Loss: 1.9580 | Val Acc: 36.72%
Epoch 4 | Train Loss: 1.8521 | Train Acc: 43.24% | Val Loss: 1.8517 | Val Acc: 43.25%
Epoch 5 | Train Loss: 1.7605 | Train Acc: 48.47% | Val Loss: 1.7604 | Val Acc: 48.62%
Epoch 6 | Train Loss: 1.6812 | Train Acc: 52.50% | Val Loss: 1.6814 | Val Acc: 52.80%
Epoch 7 | Train Loss: 1.6121 | Train Acc: 55.81% | Val Loss: 1.6125 | Val Acc: 55.60%
Epoch 8 | Train Loss: 1.5515 | Train Acc: 58.33% | Val Loss: 1.5521 | Val Acc: 58.37%
Epoch 9 | Train Loss: 1.4979 | Train Acc: 60.59% | Val Loss: 1.4988 | Val Acc: 61.17%
Epoch 10 | Train Loss: 1.4502 | Train Acc: 62.61% | Val Loss: 1.4512 | Val Acc: 62.88%
62.88333333333333 63.57000000000001
