Epoch 1 | Train Loss: 0.3606 | Train Acc: 84.39% | Val Loss: 0.3636 | Val Acc: 84.00%
Epoch 2 | Train Loss: 0.2968 | Train Acc: 88.06% | Val Loss: 0.3008 | Val Acc: 88.08%
Epoch 3 | Train Loss: 0.2645 | Train Acc: 89.53% | Val Loss: 0.2688 | Val Acc: 89.40%
Epoch 4 | Train Loss: 0.2415 | Train Acc: 90.67% | Val Loss: 0.2469 | Val Acc: 90.60%
Epoch 5 | Train Loss: 0.2223 | Train Acc: 91.37% | Val Loss: 0.2283 | Val Acc: 90.97%
Epoch 6 | Train Loss: 0.2100 | Train Acc: 91.84% | Val Loss: 0.2162 | Val Acc: 91.43%
Epoch 7 | Train Loss: 0.1960 | Train Acc: 92.42% | Val Loss: 0.2028 | Val Acc: 91.78%
Epoch 8 | Train Loss: 0.1864 | Train Acc: 92.85% | Val Loss: 0.1934 | Val Acc: 92.08%
Epoch 9 | Train Loss: 0.1785 | Train Acc: 93.13% | Val Loss: 0.1862 | Val Acc: 92.40%
Epoch 10 | Train Loss: 0.1705 | Train Acc: 93.53% | Val Loss: 0.1787 | Val Acc: 92.93%
92.93333333333334 93.25
