Epoch 1 | Train Loss: 0.2219 | Train Acc: 90.32% | Val Loss: 0.2204 | Val Acc: 90.53%
Epoch 2 | Train Loss: 0.1633 | Train Acc: 92.56% | Val Loss: 0.1621 | Val Acc: 92.55%
Epoch 3 | Train Loss: 0.1452 | Train Acc: 93.58% | Val Loss: 0.1449 | Val Acc: 93.35%
Epoch 4 | Train Loss: 0.1235 | Train Acc: 94.41% | Val Loss: 0.1250 | Val Acc: 93.97%
Epoch 5 | Train Loss: 0.1182 | Train Acc: 94.93% | Val Loss: 0.1209 | Val Acc: 94.45%
Epoch 6 | Train Loss: 0.1069 | Train Acc: 95.34% | Val Loss: 0.1104 | Val Acc: 94.83%
Epoch 7 | Train Loss: 0.0965 | Train Acc: 95.76% | Val Loss: 0.1011 | Val Acc: 95.38%
Epoch 8 | Train Loss: 0.0951 | Train Acc: 96.12% | Val Loss: 0.1008 | Val Acc: 95.70%
Epoch 9 | Train Loss: 0.0920 | Train Acc: 96.32% | Val Loss: 0.0976 | Val Acc: 95.80%
Epoch 10 | Train Loss: 0.0899 | Train Acc: 96.47% | Val Loss: 0.0965 | Val Acc: 95.90%
95.89999999999999 95.97
