Epoch 1 | Train Loss: 8.1360 | Train Acc: 16.51% | Val Loss: 8.1358 | Val Acc: 16.70%
Epoch 2 | Train Loss: 1.4503 | Train Acc: 10.27% | Val Loss: 1.4570 | Val Acc: 9.82%
Epoch 3 | Train Loss: 2.3802 | Train Acc: 21.59% | Val Loss: 2.3835 | Val Acc: 21.55%
Epoch 4 | Train Loss: 1.7334 | Train Acc: 10.14% | Val Loss: 1.7496 | Val Acc: 9.92%
Epoch 5 | Train Loss: 3.5782 | Train Acc: 18.81% | Val Loss: 3.5791 | Val Acc: 19.12%
Epoch 6 | Train Loss: 1.6925 | Train Acc: 24.76% | Val Loss: 1.6810 | Val Acc: 25.17%
Epoch 7 | Train Loss: 2.5095 | Train Acc: 9.81% | Val Loss: 2.4951 | Val Acc: 10.40%
Epoch 8 | Train Loss: 1.3222 | Train Acc: 19.78% | Val Loss: 1.3103 | Val Acc: 21.03%
Epoch 9 | Train Loss: 1.5917 | Train Acc: 19.37% | Val Loss: 1.6021 | Val Acc: 19.03%
Epoch 10 | Train Loss: 3.3032 | Train Acc: 9.81% | Val Loss: 3.3384 | Val Acc: 10.40%
10.4 9.8
