Epoch 1 | Train Loss: 0.9001 | Train Acc: 11.52% | Val Loss: 0.9001 | Val Acc: 11.62%
Epoch 2 | Train Loss: 0.8987 | Train Acc: 11.92% | Val Loss: 0.8988 | Val Acc: 11.67%
Epoch 3 | Train Loss: 0.8974 | Train Acc: 17.23% | Val Loss: 0.8975 | Val Acc: 17.05%
Epoch 4 | Train Loss: 0.8961 | Train Acc: 20.75% | Val Loss: 0.8962 | Val Acc: 19.98%
Epoch 5 | Train Loss: 0.8948 | Train Acc: 25.46% | Val Loss: 0.8949 | Val Acc: 24.95%
Epoch 6 | Train Loss: 0.8935 | Train Acc: 34.04% | Val Loss: 0.8936 | Val Acc: 32.27%
Epoch 7 | Train Loss: 0.8921 | Train Acc: 37.79% | Val Loss: 0.8923 | Val Acc: 37.05%
Epoch 8 | Train Loss: 0.8908 | Train Acc: 41.25% | Val Loss: 0.8909 | Val Acc: 40.50%
Epoch 9 | Train Loss: 0.8894 | Train Acc: 41.45% | Val Loss: 0.8895 | Val Acc: 40.55%
Epoch 10 | Train Loss: 0.8880 | Train Acc: 42.91% | Val Loss: 0.8881 | Val Acc: 42.47%
42.46666666666667 42.77
