Epoch 1 | Train Loss: 0.5040 | Train Acc: 87.49% | Val Loss: 0.5011 | Val Acc: 87.43%
Epoch 2 | Train Loss: 0.3837 | Train Acc: 89.61% | Val Loss: 0.3785 | Val Acc: 89.87%
Epoch 3 | Train Loss: 0.3358 | Train Acc: 90.64% | Val Loss: 0.3306 | Val Acc: 91.00%
Epoch 4 | Train Loss: 0.3077 | Train Acc: 91.32% | Val Loss: 0.3032 | Val Acc: 91.35%
Epoch 5 | Train Loss: 0.2878 | Train Acc: 91.81% | Val Loss: 0.2839 | Val Acc: 92.00%
Epoch 6 | Train Loss: 0.2713 | Train Acc: 92.31% | Val Loss: 0.2680 | Val Acc: 92.33%
Epoch 7 | Train Loss: 0.2587 | Train Acc: 92.64% | Val Loss: 0.2556 | Val Acc: 92.67%
Epoch 8 | Train Loss: 0.2464 | Train Acc: 92.99% | Val Loss: 0.2451 | Val Acc: 93.15%
Epoch 9 | Train Loss: 0.2352 | Train Acc: 93.31% | Val Loss: 0.2344 | Val Acc: 93.43%
Epoch 10 | Train Loss: 0.2261 | Train Acc: 93.52% | Val Loss: 0.2265 | Val Acc: 93.57%
93.56666666666666 93.41000000000001
