Epoch 1 | Train Loss: 1.0719 | Train Acc: 11.27% | Val Loss: 1.0752 | Val Acc: 10.90%
Epoch 2 | Train Loss: 1.1937 | Train Acc: 9.02% | Val Loss: 1.1907 | Val Acc: 9.18%
Epoch 3 | Train Loss: 1.4213 | Train Acc: 10.43% | Val Loss: 1.4241 | Val Acc: 10.55%
Epoch 4 | Train Loss: 1.1420 | Train Acc: 20.56% | Val Loss: 1.1435 | Val Acc: 20.03%
Epoch 5 | Train Loss: 1.1894 | Train Acc: 20.68% | Val Loss: 1.1929 | Val Acc: 20.22%
Epoch 6 | Train Loss: 1.1462 | Train Acc: 21.01% | Val Loss: 1.1492 | Val Acc: 20.20%
Epoch 7 | Train Loss: 1.1919 | Train Acc: 21.56% | Val Loss: 1.1920 | Val Acc: 21.20%
Epoch 8 | Train Loss: 0.9367 | Train Acc: 20.96% | Val Loss: 0.9440 | Val Acc: 21.15%
Epoch 9 | Train Loss: 1.3328 | Train Acc: 21.55% | Val Loss: 1.3359 | Val Acc: 21.15%
Epoch 10 | Train Loss: 1.0072 | Train Acc: 20.87% | Val Loss: 1.0150 | Val Acc: 20.43%
20.433333333333334 20.93
