Epoch 1 | Train Loss: 0.3286 | Train Acc: 88.33% | Val Loss: 0.3322 | Val Acc: 88.00%
Epoch 2 | Train Loss: 0.2601 | Train Acc: 90.95% | Val Loss: 0.2629 | Val Acc: 91.12%
Epoch 3 | Train Loss: 0.2240 | Train Acc: 92.07% | Val Loss: 0.2253 | Val Acc: 92.35%
Epoch 4 | Train Loss: 0.2002 | Train Acc: 92.93% | Val Loss: 0.2013 | Val Acc: 93.15%
Epoch 5 | Train Loss: 0.1859 | Train Acc: 93.47% | Val Loss: 0.1868 | Val Acc: 93.55%
Epoch 6 | Train Loss: 0.1748 | Train Acc: 93.81% | Val Loss: 0.1763 | Val Acc: 93.75%
Epoch 7 | Train Loss: 0.1650 | Train Acc: 94.16% | Val Loss: 0.1667 | Val Acc: 94.13%
Epoch 8 | Train Loss: 0.1583 | Train Acc: 94.41% | Val Loss: 0.1601 | Val Acc: 94.32%
Epoch 9 | Train Loss: 0.1507 | Train Acc: 94.64% | Val Loss: 0.1527 | Val Acc: 94.32%
Epoch 10 | Train Loss: 0.1461 | Train Acc: 94.78% | Val Loss: 0.1485 | Val Acc: 94.67%
94.66666666666667 94.71000000000001
