Epoch 1 | Train Loss: 0.2688 | Train Acc: 92.46% | Val Loss: 0.2671 | Val Acc: 92.60%
Epoch 2 | Train Loss: 0.2230 | Train Acc: 93.65% | Val Loss: 0.2250 | Val Acc: 93.37%
Epoch 3 | Train Loss: 0.1924 | Train Acc: 94.61% | Val Loss: 0.1994 | Val Acc: 94.12%
Epoch 4 | Train Loss: 0.1716 | Train Acc: 95.20% | Val Loss: 0.1810 | Val Acc: 94.68%
Epoch 5 | Train Loss: 0.1489 | Train Acc: 95.84% | Val Loss: 0.1604 | Val Acc: 95.30%
Epoch 6 | Train Loss: 0.1360 | Train Acc: 96.19% | Val Loss: 0.1500 | Val Acc: 95.50%
Epoch 7 | Train Loss: 0.1210 | Train Acc: 96.59% | Val Loss: 0.1365 | Val Acc: 95.70%
Epoch 8 | Train Loss: 0.1126 | Train Acc: 96.78% | Val Loss: 0.1310 | Val Acc: 95.92%
Epoch 9 | Train Loss: 0.0993 | Train Acc: 97.24% | Val Loss: 0.1200 | Val Acc: 96.30%
Epoch 10 | Train Loss: 0.0898 | Train Acc: 97.48% | Val Loss: 0.1128 | Val Acc: 96.65%
96.65 96.46000000000001
