Epoch 1 | Train Loss: 0.4011 | Train Acc: 83.73% | Val Loss: 0.4036 | Val Acc: 83.17%
Epoch 2 | Train Loss: 0.3902 | Train Acc: 85.46% | Val Loss: 0.3925 | Val Acc: 85.73%
Epoch 3 | Train Loss: 0.3904 | Train Acc: 84.25% | Val Loss: 0.3929 | Val Acc: 84.22%
Epoch 4 | Train Loss: 0.3880 | Train Acc: 83.24% | Val Loss: 0.3913 | Val Acc: 82.82%
Epoch 5 | Train Loss: 0.3866 | Train Acc: 85.57% | Val Loss: 0.3893 | Val Acc: 85.82%
Epoch 6 | Train Loss: 0.3853 | Train Acc: 84.68% | Val Loss: 0.3884 | Val Acc: 84.37%
Epoch 7 | Train Loss: 0.3848 | Train Acc: 85.13% | Val Loss: 0.3868 | Val Acc: 85.12%
Epoch 8 | Train Loss: 0.3858 | Train Acc: 84.73% | Val Loss: 0.3890 | Val Acc: 84.33%
Epoch 9 | Train Loss: 0.3827 | Train Acc: 84.60% | Val Loss: 0.3856 | Val Acc: 84.45%
Epoch 10 | Train Loss: 0.3852 | Train Acc: 84.93% | Val Loss: 0.3878 | Val Acc: 85.15%
85.15 85.67
