Epoch 1 | Train Loss: 0.1830 | Train Acc: 93.14% | Val Loss: 0.1848 | Val Acc: 92.90%
Epoch 2 | Train Loss: 0.1458 | Train Acc: 94.62% | Val Loss: 0.1497 | Val Acc: 94.28%
Epoch 3 | Train Loss: 0.1261 | Train Acc: 95.30% | Val Loss: 0.1313 | Val Acc: 95.22%
Epoch 4 | Train Loss: 0.1111 | Train Acc: 95.95% | Val Loss: 0.1173 | Val Acc: 95.57%
Epoch 5 | Train Loss: 0.1009 | Train Acc: 96.30% | Val Loss: 0.1081 | Val Acc: 96.05%
Epoch 6 | Train Loss: 0.0926 | Train Acc: 96.65% | Val Loss: 0.1001 | Val Acc: 96.28%
Epoch 7 | Train Loss: 0.0855 | Train Acc: 96.94% | Val Loss: 0.0941 | Val Acc: 96.48%
Epoch 8 | Train Loss: 0.0821 | Train Acc: 97.10% | Val Loss: 0.0922 | Val Acc: 96.47%
Epoch 9 | Train Loss: 0.0754 | Train Acc: 97.35% | Val Loss: 0.0858 | Val Acc: 96.77%
Epoch 10 | Train Loss: 0.0713 | Train Acc: 97.51% | Val Loss: 0.0827 | Val Acc: 96.80%
96.8 96.55
