Epoch 1 | Train Loss: 0.3215 | Train Acc: 81.66% | Val Loss: 0.3268 | Val Acc: 81.25%
Epoch 2 | Train Loss: 0.2748 | Train Acc: 83.71% | Val Loss: 0.2814 | Val Acc: 83.40%
Epoch 3 | Train Loss: 0.2700 | Train Acc: 84.42% | Val Loss: 0.2786 | Val Acc: 83.75%
Epoch 4 | Train Loss: 0.2496 | Train Acc: 85.48% | Val Loss: 0.2578 | Val Acc: 85.05%
Epoch 5 | Train Loss: 0.2405 | Train Acc: 86.19% | Val Loss: 0.2503 | Val Acc: 85.55%
Epoch 6 | Train Loss: 0.2284 | Train Acc: 86.63% | Val Loss: 0.2396 | Val Acc: 85.75%
Epoch 7 | Train Loss: 0.2249 | Train Acc: 86.72% | Val Loss: 0.2369 | Val Acc: 85.87%
Epoch 8 | Train Loss: 0.2221 | Train Acc: 86.81% | Val Loss: 0.2337 | Val Acc: 86.07%
Epoch 9 | Train Loss: 0.2082 | Train Acc: 87.53% | Val Loss: 0.2209 | Val Acc: 86.75%
Epoch 10 | Train Loss: 0.2057 | Train Acc: 87.80% | Val Loss: 0.2200 | Val Acc: 86.47%
86.46666666666667 85.81
