Epoch 1 | Train Loss: 0.4159 | Train Acc: 84.65% | Val Loss: 0.4311 | Val Acc: 83.85%
Epoch 2 | Train Loss: 0.3287 | Train Acc: 88.23% | Val Loss: 0.3509 | Val Acc: 87.15%
Epoch 3 | Train Loss: 0.3368 | Train Acc: 87.75% | Val Loss: 0.3637 | Val Acc: 86.82%
Epoch 4 | Train Loss: 0.2999 | Train Acc: 89.05% | Val Loss: 0.3374 | Val Acc: 87.82%
Epoch 5 | Train Loss: 0.3030 | Train Acc: 88.72% | Val Loss: 0.3492 | Val Acc: 87.28%
Epoch 6 | Train Loss: 0.2989 | Train Acc: 88.66% | Val Loss: 0.3561 | Val Acc: 86.83%
Epoch 7 | Train Loss: 0.2718 | Train Acc: 89.90% | Val Loss: 0.3361 | Val Acc: 88.00%
Epoch 8 | Train Loss: 0.2518 | Train Acc: 90.69% | Val Loss: 0.3227 | Val Acc: 88.27%
Epoch 9 | Train Loss: 0.2343 | Train Acc: 91.25% | Val Loss: 0.3142 | Val Acc: 88.70%
Epoch 10 | Train Loss: 0.2280 | Train Acc: 91.57% | Val Loss: 0.3120 | Val Acc: 88.83%
88.83333333333333 87.64999999999999
