Epoch 1 | Train Loss: 0.3072 | Train Acc: 89.04% | Val Loss: 0.3139 | Val Acc: 88.32%
Epoch 2 | Train Loss: 0.2164 | Train Acc: 92.93% | Val Loss: 0.2193 | Val Acc: 92.67%
Epoch 3 | Train Loss: 0.2573 | Train Acc: 95.15% | Val Loss: 0.2652 | Val Acc: 94.70%
Epoch 4 | Train Loss: 0.0723 | Train Acc: 97.41% | Val Loss: 0.0822 | Val Acc: 96.67%
Epoch 5 | Train Loss: 0.0942 | Train Acc: 97.65% | Val Loss: 0.1065 | Val Acc: 96.52%
Epoch 6 | Train Loss: 0.1423 | Train Acc: 97.83% | Val Loss: 0.1558 | Val Acc: 96.80%
Epoch 7 | Train Loss: 0.0452 | Train Acc: 98.60% | Val Loss: 0.0624 | Val Acc: 97.33%
Epoch 8 | Train Loss: 0.0541 | Train Acc: 98.87% | Val Loss: 0.0731 | Val Acc: 97.55%
Epoch 9 | Train Loss: 0.0483 | Train Acc: 99.02% | Val Loss: 0.0677 | Val Acc: 97.62%
Epoch 10 | Train Loss: 0.0452 | Train Acc: 99.16% | Val Loss: 0.0674 | Val Acc: 97.58%
97.58333333333333 97.46000000000001
