Epoch 1 | Train Loss: 0.4026 | Train Acc: 78.46% | Val Loss: 0.4094 | Val Acc: 77.62%
Epoch 2 | Train Loss: 0.3616 | Train Acc: 80.44% | Val Loss: 0.3689 | Val Acc: 79.90%
Epoch 3 | Train Loss: 0.3495 | Train Acc: 80.85% | Val Loss: 0.3577 | Val Acc: 80.15%
Epoch 4 | Train Loss: 0.3457 | Train Acc: 80.61% | Val Loss: 0.3531 | Val Acc: 79.93%
Epoch 5 | Train Loss: 0.3433 | Train Acc: 80.55% | Val Loss: 0.3503 | Val Acc: 80.45%
Epoch 6 | Train Loss: 0.3408 | Train Acc: 80.94% | Val Loss: 0.3478 | Val Acc: 80.65%
Epoch 7 | Train Loss: 0.3464 | Train Acc: 79.05% | Val Loss: 0.3528 | Val Acc: 78.68%
Epoch 8 | Train Loss: 0.3417 | Train Acc: 80.49% | Val Loss: 0.3480 | Val Acc: 80.45%
Epoch 9 | Train Loss: 0.3361 | Train Acc: 80.54% | Val Loss: 0.3423 | Val Acc: 80.07%
Epoch 10 | Train Loss: 0.3401 | Train Acc: 79.23% | Val Loss: 0.3468 | Val Acc: 78.92%
78.91666666666667 78.28
