Epoch 1 | Train Loss: 0.5499 | Train Acc: 76.00% | Val Loss: 0.5548 | Val Acc: 75.38%
Epoch 2 | Train Loss: 0.4615 | Train Acc: 81.91% | Val Loss: 0.4664 | Val Acc: 81.30%
Epoch 3 | Train Loss: 0.4164 | Train Acc: 84.34% | Val Loss: 0.4210 | Val Acc: 83.75%
Epoch 4 | Train Loss: 0.3861 | Train Acc: 85.81% | Val Loss: 0.3903 | Val Acc: 85.45%
Epoch 5 | Train Loss: 0.3618 | Train Acc: 86.86% | Val Loss: 0.3659 | Val Acc: 86.73%
Epoch 6 | Train Loss: 0.3424 | Train Acc: 87.63% | Val Loss: 0.3460 | Val Acc: 87.68%
Epoch 7 | Train Loss: 0.3259 | Train Acc: 88.21% | Val Loss: 0.3292 | Val Acc: 88.35%
Epoch 8 | Train Loss: 0.3118 | Train Acc: 88.81% | Val Loss: 0.3150 | Val Acc: 88.95%
Epoch 9 | Train Loss: 0.2996 | Train Acc: 89.25% | Val Loss: 0.3025 | Val Acc: 89.28%
Epoch 10 | Train Loss: 0.2885 | Train Acc: 89.64% | Val Loss: 0.2910 | Val Acc: 89.83%
89.83333333333333 90.42
