Epoch 1 | Train Loss: 0.7575 | Train Acc: 53.32% | Val Loss: 0.7601 | Val Acc: 53.38%
Epoch 2 | Train Loss: 0.6482 | Train Acc: 62.03% | Val Loss: 0.6518 | Val Acc: 62.62%
Epoch 3 | Train Loss: 0.5947 | Train Acc: 67.00% | Val Loss: 0.5984 | Val Acc: 66.80%
Epoch 4 | Train Loss: 0.5606 | Train Acc: 69.57% | Val Loss: 0.5644 | Val Acc: 69.30%
Epoch 5 | Train Loss: 0.5358 | Train Acc: 71.18% | Val Loss: 0.5397 | Val Acc: 71.32%
Epoch 6 | Train Loss: 0.5165 | Train Acc: 72.28% | Val Loss: 0.5204 | Val Acc: 72.53%
Epoch 7 | Train Loss: 0.5006 | Train Acc: 73.12% | Val Loss: 0.5046 | Val Acc: 73.57%
Epoch 8 | Train Loss: 0.4877 | Train Acc: 73.80% | Val Loss: 0.4917 | Val Acc: 74.27%
Epoch 9 | Train Loss: 0.4766 | Train Acc: 74.41% | Val Loss: 0.4806 | Val Acc: 74.95%
Epoch 10 | Train Loss: 0.4670 | Train Acc: 75.00% | Val Loss: 0.4709 | Val Acc: 75.37%
75.36666666666667 74.13
